path,resource count,relation count,codebase resources not deployed,codebase resources requires review,discovered packages total,codebase relations dwarf compiled paths,codebase relations dwarf included paths,codebase resources discrepancies total,dwarf compiled paths not mapped total,dwarf included paths not mapped total,from download url,to download url
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/barcode-debugsource-0.98-48.fc40.x86_64/d2d-details.json,29,15,,1,1,,15,1,2,15,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/barcode-debugsource-0.98-48.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/barcode-debuginfo-0.98-48.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bison-debugsource-3.8.2-7.fc40.x86_64/d2d-details.json,291,385,1,1,7,124,261,1,2,63,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bison-debugsource-3.8.2-7.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bison-debuginfo-3.8.2-7.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/ballbuster-debugsource-1.0-42.fc40.x86_64/d2d-details.json,37,23,,1,1,3,20,1,2,144,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/ballbuster-debugsource-1.0-42.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/ballbuster-debuginfo-1.0-42.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/budgie-desktop-view-debugsource-1.3-3.fc40.x86_64/d2d-details.json,35,25,,1,2,9,16,1,2,122,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/budgie-desktop-view-debugsource-1.3-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/budgie-desktop-view-debuginfo-1.3-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/btrfsd-debugsource-0.2.0-3.fc40.x86_64/d2d-details.json,32,16,,1,1,1,15,1,2,66,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/btrfsd-debugsource-0.2.0-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/btrfsd-debuginfo-0.2.0-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/b43-fwcutter-debugsource-019-26.fc40.x86_64/d2d-details.json,19,5,,1,2,,5,1,2,16,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/b43-fwcutter-debugsource-019-26.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/b43-fwcutter-debuginfo-019-26.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/biosdevname-debugsource-0.7.3-16.fc40.x86_64/d2d-details.json,42,37,,1,4,11,26,1,2,35,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/biosdevname-debugsource-0.7.3-16.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/biosdevname-debuginfo-0.7.3-16.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bsdiff-debugsource-4.3-33.fc40.x86_64/d2d-details.json,20,2,,3,1,,2,3,2,26,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bsdiff-debugsource-4.3-33.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bsdiff-debuginfo-4.3-33.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/booksorg-debugsource-0.3.1-10.fc40.x86_64/d2d-details.json,85,90,,1,2,21,69,1,2,315,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/booksorg-debugsource-0.3.1-10.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/booksorg-debuginfo-0.3.1-10.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bwm-ng-debugsource-0.6.3-3.fc40.x86_64/d2d-details.json,38,26,,1,1,4,22,1,2,33,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bwm-ng-debugsource-0.6.3-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bwm-ng-debuginfo-0.6.3-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bio2jack-debugsource-0.9-33.fc40.x86_64/d2d-details.json,16,2,,1,1,,2,1,2,24,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bio2jack-debugsource-0.9-33.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bio2jack-debuginfo-0.9-33.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bti-debugsource-034-29.fc40.x86_64/d2d-details.json,17,3,,1,3,,3,1,2,45,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bti-debugsource-034-29.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bti-debuginfo-034-29.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/Box2D-debugsource-2.4.1-14.fc40.x86_64/d2d-details.json,113,92,,1,1,2,90,1,2,29,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/Box2D-debugsource-2.4.1-14.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/Box2D-debuginfo-2.4.1-14.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bomber-debugsource-24.02.1-1.fc40.x86_64/d2d-details.json,42,22,,1,1,1,21,1,2,253,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bomber-debugsource-24.02.1-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bomber-debuginfo-24.02.1-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bzip2-debugsource-1.0.8-18.fc40.x86_64/d2d-details.json,29,4,8,3,1,,4,3,2,28,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bzip2-debugsource-1.0.8-18.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bzip2-debuginfo-1.0.8-18.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bastet-debugsource-0.43.2-9.fc40.x86_64/d2d-details.json,29,15,,1,1,1,14,1,2,293,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bastet-debugsource-0.43.2-9.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bastet-debuginfo-0.43.2-9.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bombardier-debugsource-0.8.3-25.fc40.x86_64/d2d-details.json,28,14,,1,4,3,11,1,2,26,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bombardier-debugsource-0.8.3-25.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bombardier-debuginfo-0.8.3-25.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/basez-debugsource-1.6.2-5.fc40.x86_64/d2d-details.json,19,5,,1,2,3,2,1,2,11,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/basez-debugsource-1.6.2-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/basez-debuginfo-1.6.2-5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bookworm-debugsource-1.1.3-0.10.20200414git.c7c3643.fc39.x86_64/d2d-details.json,64,66,,1,5,23,43,1,2,200,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bookworm-debugsource-1.1.3-0.10.20200414git.c7c3643.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bookworm-debuginfo-1.1.3-0.10.20200414git.c7c3643.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bubblewrap-debugsource-0.8.0-3.fc40.x86_64/d2d-details.json,22,7,,1,1,,7,1,2,67,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bubblewrap-debugsource-0.8.0-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bubblewrap-debuginfo-0.8.0-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bind-dyndb-ldap-debugsource-11.10-27.fc40.x86_64/d2d-details.json,64,48,,1,1,1,47,1,2,115,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bind-dyndb-ldap-debugsource-11.10-27.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bind-dyndb-ldap-debuginfo-11.10-27.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bam-debugsource-0.5.1-15.fc40.x86_64/d2d-details.json,91,118,,1,1,43,75,1,2,47,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bam-debugsource-0.5.1-15.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bam-debuginfo-0.5.1-15.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/beanstalkd-debugsource-1.10-22.fc40.x86_64/d2d-details.json,33,19,,1,1,3,16,1,2,51,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/beanstalkd-debugsource-1.10-22.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/beanstalkd-debuginfo-1.10-22.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/btbuilder-debugsource-0.5.19-9.fc40.x86_64/d2d-details.json,118,154,,1,1,51,103,1,2,223,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/btbuilder-debugsource-0.5.19-9.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/btbuilder-debuginfo-0.5.19-9.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bcm43xx-fwcutter-debugsource-006-32.fc40.x86_64/d2d-details.json,19,5,,1,2,,5,1,2,13,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bcm43xx-fwcutter-debugsource-006-32.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bcm43xx-fwcutter-debuginfo-006-32.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bloaty-debugsource-1.1-27.fc40.x86_64/d2d-details.json,31,14,,1,2,,14,1,2,126,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bloaty-debugsource-1.1-27.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bloaty-debuginfo-1.1-27.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/blend2d-debugsource-0.10.6-1.fc40.x86_64/d2d-details.json,338,308,,1,5,73,235,1,2,58,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/blend2d-debugsource-0.10.6-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/blend2d-debuginfo-0.10.6-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/6/64tass-debugsource-1.59.3120-6.fc40.x86_64/d2d-details.json,129,115,,1,5,3,112,1,2,36,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/6/64tass-debugsource-1.59.3120-6.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/6/64tass-debuginfo-1.59.3120-6.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/2/2048-cli-debugsource-0.9.1-20.fc40.x86_64/d2d-details.json,32,32,2,2,0,7,25,2,2,22,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/2/2048-cli-debugsource-0.9.1-20.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/2/2048-cli-debuginfo-0.9.1-20.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/d/dhtest-debugsource-1.5-13.fc40.x86_64/d2d-details.json,17,3,,1,0,,3,1,2,40,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/d/dhtest-debugsource-1.5-13.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/d/dhtest-debuginfo-1.5-13.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/d/disktype-debugsource-9-42.fc40.x86_64/d2d-details.json,37,23,,1,1,,23,1,2,36,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/d/disktype-debugsource-9-42.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/d/disktype-debuginfo-9-42.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/d/dxpc-debugsource-3.9.2-26.fc40.x86_64/d2d-details.json,72,58,,1,1,4,54,1,2,111,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/d/dxpc-debugsource-3.9.2-26.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/d/dxpc-debuginfo-3.9.2-26.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/d/diskscan-debugsource-0.20-7.fc40.x86_64/d2d-details.json,70,42,,1,5,4,38,1,2,53,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/d/diskscan-debugsource-0.20-7.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/d/diskscan-debuginfo-0.20-7.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aha-debugsource-0.5.1-10.fc40.x86_64/d2d-details.json,15,1,,1,1,,1,1,1,12,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aha-debugsource-0.5.1-10.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aha-debuginfo-0.5.1-10.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/awf-gtk3-debugsource-2.8.0-1.fc40.x86_64/d2d-details.json,16,1,,1,1,,1,1,1,140,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/awf-gtk3-debugsource-2.8.0-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/awf-gtk3-debuginfo-2.8.0-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/admesh-debugsource-0.98.5-5.fc40.x86_64/d2d-details.json,25,4,6,2,2,1,3,2,1,12,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/admesh-debugsource-0.98.5-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/admesh-debuginfo-0.98.5-5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/autossh-debugsource-1.4g-14.fc40.x86_64/d2d-details.json,15,1,,1,1,,1,1,1,48,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/autossh-debugsource-1.4g-14.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/autossh-debuginfo-1.4g-14.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/abiword-debugsource-3.0.5-12.fc40.x86_64/d2d-details.json,1848,65,1597,2,2,1,64,2,1,279,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/abiword-debugsource-3.0.5-12.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/abiword-debuginfo-3.0.5-12.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/alfont-debugsource-2.0.9-25.fc39.x86_64/d2d-details.json,18,3,,1,1,1,2,1,1,28,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alfont-debugsource-2.0.9-25.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alfont-debuginfo-2.0.9-25.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aggregate-debugsource-1.6-30.fc40.x86_64/d2d-details.json,15,1,,1,1,,1,1,1,18,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aggregate-debugsource-1.6-30.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aggregate-debuginfo-1.6-30.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/ants-debugsource-1.4-38.fc40.x86_64/d2d-details.json,19,1,1,2,0,,1,2,1,120,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ants-debugsource-1.4-38.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ants-debuginfo-1.4-38.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/ascii-debugsource-3.20-1.fc40.x86_64/d2d-details.json,15,1,,1,1,,1,1,1,13,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ascii-debugsource-3.20-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ascii-debuginfo-3.20-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/awf-gtk2-debugsource-2.8.0-1.fc40.x86_64/d2d-details.json,16,1,,1,1,,1,1,1,162,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/awf-gtk2-debugsource-2.8.0-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/awf-gtk2-debuginfo-2.8.0-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/atinout-debugsource-0.9.1-9.fc40.x86_64/d2d-details.json,15,1,,1,1,,1,1,1,13,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atinout-debugsource-0.9.1-9.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atinout-debuginfo-0.9.1-9.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/annobin-debugsource-12.42-1.fc40.x86_64/d2d-details.json,42,16,10,1,6,,16,1,1,93,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/annobin-debugsource-12.42-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/annobin-debuginfo-12.42-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/automoc-debugsource-1.0-0.43.rc3.fc39.x86_64/d2d-details.json,16,1,,1,1,,1,1,1,65,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/automoc-debugsource-1.0-0.43.rc3.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/automoc-debuginfo-1.0-0.43.rc3.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/ancient-debugsource-2.1.1-3.fc40.x86_64/d2d-details.json,166,2,144,2,0,,2,2,1,112,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ancient-debugsource-2.1.1-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ancient-debuginfo-2.1.1-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/AllegroOGG-debugsource-1.0.3-34.fc40.x86_64/d2d-details.json,18,3,,1,1,1,2,1,1,16,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/AllegroOGG-debugsource-1.0.3-34.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/AllegroOGG-debuginfo-1.0.3-34.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/avoision-debugsource-1.1-25.fc40.x86_64/d2d-details.json,15,1,,1,1,1,,1,1,1,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/avoision-debugsource-1.1-25.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/avoision-debuginfo-1.1-25.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/abootimg-debugsource-0.6-31.20230721git7e127fe.fc40.x86_64/d2d-details.json,16,2,,1,2,,2,1,1,20,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/abootimg-debugsource-0.6-31.20230721git7e127fe.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/abootimg-debuginfo-0.6-31.20230721git7e127fe.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/authd-debugsource-1.4.4-15.fc40.x86_64/d2d-details.json,15,1,,1,1,,1,1,1,51,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/authd-debugsource-1.4.4-15.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/authd-debuginfo-1.4.4-15.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cmark-debugsource-0.30.3-5.fc40.x86_64/d2d-details.json,54,5,31,2,0,,5,2,1,15,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cmark-debugsource-0.30.3-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cmark-debuginfo-0.30.3-5.fc40.x86_64.rpm#to
